984.06708,374.28333,1
983.77124,374.20068,2
983.84802,374.10086,3
984.08429,373.98825,4
983.84418,374.01215,5
983.87677,374.01581,6
983.97534,374.15219,7
984.07208,373.93796,8
983.99011,373.89932,9
983.88599,374.06387,10
983.93945,373.99396,11
984.0293,374.13708,12
983.77905,374.16318,13
983.87573,374.07571,14
983.90979,374.0434,15
983.96039,374.27402,16
983.90863,374.1994,17
983.99078,374.13785,18
983.80811,374.0838,19
983.94122,374.26239,20
983.95514,374.09366,21
983.7746,374.13159,22
983.86963,374.22714,23
983.84222,374.00739,24
983.87714,374.22552,25
983.91608,374.07092,26
983.88495,374.11221,27
983.91943,374.15344,28
983.80139,374.31863,29
983.88501,374.15012,30
984.01575,374.31091,31
984.04529,374.09732,32
983.83936,374.07932,33
983.98511,374.19574,34
983.88757,374.20306,35
983.65851,374.00565,36
983.70276,374.19669,37
984.00916,374.03168,38
983.86292,374.04926,39
983.73871,374.22507,40
984.00006,374.37119,41
983.68475,374.09747,42
983.92676,374.05646,43
983.7785,374.0972,44
983.85706,374.23782,45
983.93225,373.98767,46
983.95868,374.34967,47
983.9696,374.3136,48
983.77081,374.32166,49
984.10681,374.13358,50
983.91309,374.15512,51
984.0542,374.08871,52
983.99335,374.18765,53
983.76434,374.28214,54
984.00446,374.23425,55
983.703,374.20834,56
984.07227,374.22592,57
983.92065,374.2482,58
983.87018,374.16785,59
983.9975,374.23508,60
983.90295,374.02875,61
984.01837,374.07184,62
983.84161,373.96332,63
983.86487,374.14505,64
983.96033,374.16168,65
983.93127,374.01648,66
983.93378,374.07181,67
983.86395,374.25977,68
983.82794,374.2551,69
983.78021,374.18954,70
983.78943,374.20929,71
983.89886,374.34225,72
983.90338,374.15259,73
983.98566,374.073,74
983.79578,374.01724,75
983.88745,374.15054,76
983.92139,374.19562,77
983.88745,374.0415,78
983.85852,374.15527,79
983.96271,374.09128,80
983.94592,374.37411,81
983.97491,374.21387,82
983.72797,374.38113,83
983.94904,374.39404,84
984.01202,374.40198,85
983.91302,374.09869,86
983.95514,374.34677,87
983.95551,374.11618,88
984.03052,374.22794,89
983.79773,374.06992,90
983.98315,374.06964,91
983.95868,373.93408,92
984.03339,374.28131,93
984.01642,374.40912,94
983.91486,374.00543,95
983.87701,374.2135,96
983.8902,374.18976,97
983.84412,374.12836,98
983.82568,374.15512,99
983.96252,374.16119,100
983.89325,374.2215,101
983.84393,374.13965,102
983.90918,374.13754,103
983.97632,374.22485,104
983.79254,374.298,105
983.82031,374.2319,106
983.93317,374.1611,107
983.92749,374.28299,108
983.91022,374.28702,109
983.84198,374.17081,110
983.9574,374.10007,111
983.76404,374.38269,112
983.76062,374.1803,113
983.88519,374.25781,114
983.83301,374.25363,115
983.84106,374.25705,116
983.95844,374.25626,117
983.97052,374.07068,118
983.88416,374.21069,119
983.94647,374.37869,120
983.81165,374.07465,121
983.97607,374.17093,122
983.75983,374.07584,123
983.66541,374.17435,124
983.81702,374.22607,125
983.73456,374.16339,126
983.89978,374.14349,127
983.93774,374.07526,128
983.8891,374.31714,129
983.83563,374.164,130
983.97296,374.01782,131
983.91718,374.31326,132
983.76678,374.15466,133
983.87134,374.09366,134
983.97565,374.16599,135
983.72766,374.1218,136
983.91754,374.29205,137
984.06708,374.11905,138
983.83398,374.14395,139
983.88013,374.30597,140
983.87109,374.05759,141
983.95648,374.14319,142
983.75464,374.23376,143
983.88727,374.19327,144
983.948,374.26929,145
983.94031,374.01947,146
983.90289,374.16986,147
983.89056,374.16495,148
983.89331,374.16757,149
983.8573,374.28494,150
984.0321,374.30869,151
983.8255,374.24414,152
984.01538,374.16479,153
983.65894,374.25449,154
983.92615,374.11398,155
984.08057,374.14166,156
983.81921,374.3457,157
983.86761,374.29391,158
983.94189,374.31845,159
983.88434,373.99158,160
983.901,374.1236,161
983.61713,374.15002,162
983.97906,374.19876,163
983.87311,374.20096,164
983.87091,374.24841,165
983.91742,374.27982,166
983.91766,374.21246,167
983.88434,374.35434,168
983.88727,374.32535,169
983.75092,374.2037,170
983.93353,374.16373,171
983.5777,374.12207,172
983.9386,374.43796,173
983.75946,374.07507,174
983.9975,374.14221,175
983.97644,374.13763,176
983.92883,374.33087,177
983.84326,374.2215,178
983.9624,374.23297,179
983.7735,374.07028,180
983.86298,374.38513,181
983.84668,374.19333,182
983.92731,374.10147,183
983.85046,374.43243,184
983.91907,374.29022,185
984.03174,374.20923,186
983.88361,374.23294,187
984.03101,374.39334,188
983.87128,374.14761,189
983.91187,374.04077,190
983.90399,374.06204,191
983.96252,374.32593,192
983.78265,374.27972,193
983.79895,374.11765,194
983.89197,374.0163,195
983.65167,374.1084,196
983.88263,374.03085,197
983.81848,374.11609,198
983.83295,374.11481,199
983.90881,374.1593,200
983.94769,374.11783,201
983.72906,374.1528,202
983.81921,374.15964,203
983.8761,374.29279,204
983.84827,374.14105,205
983.88397,374.05481,206
983.87811,374.00668,207
983.61945,374.18826,208
984.04724,374.18524,209
983.87982,374.23236,210
983.88904,373.99387,211
983.80981,374.06772,212
983.85529,374.08386,213
983.90387,374.21191,214
983.78912,374.17233,215
983.89331,374.09161,216
983.71997,374.03714,217
984.00745,374.289,218
983.94202,374.26944,219
983.70844,374.19229,220
983.92694,374.29816,221
983.74811,374.13522,222
983.71106,374.21875,223
983.79388,374.18103,224
983.89648,374.13733,225
983.7594,374.09384,226
983.93787,374.02975,227
983.94775,374.27512,228
983.88428,374.25073,229
984.04443,374.20868,230
983.9549,374.05402,231
983.83704,374.14127,232
984.05249,374.26599,233
983.7475,374.26797,234
983.94293,374.21088,235
983.91296,374.32822,236
983.89795,374.21106,237
983.82037,374.16837,238
984.03931,374.30759,239
983.93512,374.20755,240
983.83563,374.15939,241
983.95953,374.22424,242
984.00458,374.31912,243
984.08856,374.17993,244
983.77655,374.04562,245
983.93481,374.09183,246
984.10791,374.10959,247
984.13385,374.31256,248
983.98035,374.2847,249
983.95215,374.1803,250
983.96405,374.3082,251
984.11511,374.33606,252
983.83411,374.28329,253
983.70508,374.28177,254
983.81317,374.25473,255
983.76471,374.28638,256
983.98956,374.29471,257
983.89825,374.05173,258
983.97009,374.38138,259
983.96753,374.15759,260
983.9599,374.30692,261
