984.06708,374.28333,0
983.77124,374.20068,20
983.84802,374.10086,40
984.08429,373.98825,60
983.84418,374.01215,80
983.87677,374.01581,100
983.97534,374.15219,120
984.07208,373.93796,140
983.99011,373.89932,160
983.88599,374.06387,180
983.93945,373.99396,200
984.0293,374.13708,220
983.77905,374.16318,240
983.87573,374.07571,260
983.90979,374.0434,280
983.96039,374.27402,300
983.90863,374.1994,320
983.99078,374.13785,340
983.80811,374.0838,360
983.94122,374.26239,380
983.95514,374.09366,400
983.7746,374.13159,420
983.86963,374.22714,440
983.84222,374.00739,460
983.87714,374.22552,480
983.91608,374.07092,500
983.88495,374.11221,520
983.91943,374.15344,540
983.80139,374.31863,560
983.88501,374.15012,580
984.01575,374.31091,600
984.04529,374.09732,620
983.83936,374.07932,640
983.98511,374.19574,660
983.88757,374.20306,680
983.65851,374.00565,700
983.70276,374.19669,720
984.00916,374.03168,740
983.86292,374.04926,760
983.73871,374.22507,780
984.00006,374.37119,800
983.68475,374.09747,820
983.92676,374.05646,840
983.7785,374.0972,860
983.85706,374.23782,880
983.93225,373.98767,900
983.95868,374.34967,920
983.9696,374.3136,940
983.77081,374.32166,960
984.10681,374.13358,980
983.91309,374.15512,1000
984.0542,374.08871,1020
983.99335,374.18765,1040
983.76434,374.28214,1060
984.00446,374.23425,1080
983.703,374.20834,1100
984.07227,374.22592,1120
983.92065,374.2482,1140
983.87018,374.16785,1160
983.9975,374.23508,1180
983.90295,374.02875,1200
984.01837,374.07184,1220
983.84161,373.96332,1240
983.86487,374.14505,1260
983.96033,374.16168,1280
983.93127,374.01648,1300
983.93378,374.07181,1320
983.86395,374.25977,1340
983.82794,374.2551,1360
983.78021,374.18954,1380
983.78943,374.20929,1400
983.89886,374.34225,1420
983.90338,374.15259,1440
983.98566,374.073,1460
983.79578,374.01724,1480
983.88745,374.15054,1500
983.92139,374.19562,1520
983.88745,374.0415,1540
983.85852,374.15527,1560
983.96271,374.09128,1580
983.94592,374.37411,1600
983.97491,374.21387,1620
983.72797,374.38113,1640
983.94904,374.39404,1660
984.01202,374.40198,1680
983.91302,374.09869,1700
983.95514,374.34677,1720
983.95551,374.11618,1740
984.03052,374.22794,1760
983.79773,374.06992,1780
983.98315,374.06964,1800
983.95868,373.93408,1820
984.03339,374.28131,1840
984.01642,374.40912,1860
983.91486,374.00543,1880
983.87701,374.2135,1900
983.8902,374.18976,1920
983.84412,374.12836,1940
983.82568,374.15512,1960
983.96252,374.16119,1980
983.89325,374.2215,2000
983.84393,374.13965,2020
983.90918,374.13754,2040
983.97632,374.22485,2060
983.79254,374.298,2080
983.82031,374.2319,2100
983.93317,374.1611,2120
