989.52197,150.41046
989.46265,150.6814
989.48285,150.66527
989.51483,150.74721
989.52441,150.68672
989.55579,150.69719
989.59442,150.78535
989.39166,150.8484
989.57416,150.8472
989.41174,150.89397
989.57495,150.73187
989.59973,150.77824
989.5058,150.62512
989.43762,150.88622
989.54199,150.59702
989.27515,150.99681
989.40338,150.69102
988.93439,150.57104
989.00641,150.77417
989.27844,150.86755
988.95618,150.87613
989.12201,150.76071
989.27521,150.94054
989.617,150.6048
989.17633,150.9328
988.93622,150.75156
989.04822,150.82068
989.55829,150.67596
989.362,150.92566
989.32776,150.92094
989.31934,150.92142
989.34369,150.86755
989.49359,150.80898
989.63074,150.69096
989.44147,150.80833
989.5351,150.73582
989.27856,150.90977
989.10303,150.92874
989.14337,150.77147
989.46118,150.83215
989.40912,150.75563
989.4856,150.52638
989.56097,150.87479
989.5686,150.52747
989.388,150.94958
989.27386,150.36639
989.1004,150.33141
989.08911,150.30385
989.13538,150.29099
989.08923,150.3362
989.15857,150.2536
989.15576,150.3139
989.08826,150.28452
989.04834,150.30731
989.08417,150.25471
989.13257,150.33603
989.06659,150.28415
989.07135,150.37971
989.21844,150.23372
989.07428,150.29031
989.20416,150.25539
989.17554,150.22429
989.12,150.2984
989.12958,150.24001
989.16077,150.27429
989.37897,150.6906
989.60999,150.65323
989.52588,150.59799
989.34216,150.93292
989.43848,150.85359
989.54871,150.70596
989.46118,150.81802
989.40363,150.78453
989.43225,150.83488
989.50757,150.74539
989.6629,150.69756
989.54773,150.65152
989.35608,150.74075
988.99213,150.5183
989.08954,150.89334
989.492,150.77994
989.55542,150.75626
989.44666,150.79907
989.46838,150.78827
989.51263,150.57497
989.14905,150.00925
989.49225,150.51675
988.86121,150.23418
989.46796,150.23454
989.6286,150.32707
989.69574,150.40967
989.6167,150.21172
989.65826,150.23845
989.41968,150.13165
989.55377,150.13673
989.54541,150.18666
989.65765,150.35202
989.47107,150.33345
989.63184,150.19908
989.20148,150.13544
988.87537,150.37459
989.44049,150.12131
989.51062,150.15186
989.52106,150.14136
989.10071,150.18994
989.13568,149.99869
989.50397,150.28767
989.58807,150.49606
989.24799,150.13557
989.51849,150.03456
989.23328,150.16139
989.22382,149.97412
989.08417,150.11302
988.82745,150.37134
989.08685,150.05669
989.39142,150.08942
989.19434,150.12209
989.07202,150.12561
989.3313,150.03966
989.06335,150.10025
989.34888,149.993
989.11298,150.23705
988.896,150.25899
988.91309,150.85042
988.90857,150.82204
988.7616,150.63806
989.05548,150.91821
988.88367,150.40282
989.09778,150.11417
989.03064,149.98729
989.01721,150.04225
989.10443,150.01651
989.04047,150.17267
989.14783,150.02625
988.8996,150.30392
988.96564,150.196
988.83905,150.49463
988.79688,150.5244
988.9184,150.14108
988.81116,150.63782
989.08386,150.01765
989.35333,150.1552
988.96277,150.18051
988.9184,150.21011
989.0094,149.92702
988.97491,150.03972
988.98267,150.00529
989.0141,150.02623
988.94495,150.03937
988.95422,150.01758
988.91864,150.0898
988.95868,150.36684
988.95874,150.37996
988.84644,150.34065
988.83539,150.56746
988.854,150.24902
988.97949,150.21162
988.86047,150.28043
989.43066,150.13295
989.06262,150.12498
988.94513,150.3643
989.09503,150.2021
989.46228,150.06339
989.39636,150.19223
989.24957,149.98576
989.07446,150.05556
989.39215,150.08408
989.26099,150.1924
989.26874,150.14355
989.31354,150.17418
989.42267,150.18825
989.33765,150.12883
989.32446,150.15752
989.20331,150.13617
989.27271,150.25253
989.15601,150.1355
988.79962,150.35011
989.09302,150.01442
988.83374,150.72121
988.92017,150.13553
989.04688,150.07777
988.6452,150.54112
988.75165,150.41133
989.12457,150.97406
989.14996,150.87398
989.52698,150.76411
989.42242,150.83388
989.52783,150.68127
988.9599,150.6907
989.45685,150.8551
989.36707,150.85654
989.21338,150.75891
989.18951,150.82703
988.89648,150.66891
